,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-140.00170004879396,-99.59198062980467,-192.3304050912484,25.275917384616108,,
1,0,-53.05948619322519,-13.129331670473034,-84.45489924786222,27.478748776758422,0.03166322410106659,1.0273370742797852
2,1,-10.424160948912485,9.249024792645965,-32.86553708492038,13.349295896556544,0.019904254004359245,0.0308451596647501
3,2,41.1516027327461,66.91354823730566,6.3688899305129425,19.825110387579112,0.012549739331007004,0.02132544480264187
4,3,22.932688359003368,71.04454308248954,-34.56010561832879,29.766306675649517,0.00768795982003212,0.013404615223407745
5,4,64.82290425275127,118.15698203692276,13.690904709714296,33.31764925252483,0.008935265243053436,0.0129079045727849
6,5,97.4524663568156,135.6094119057123,43.31131726934143,28.630250506300712,0.007995178923010826,0.008296044543385506
7,6,86.59514661814768,143.01044474481265,19.981327692537295,33.39822154781103,0.008871721103787422,0.00767419021576643
8,7,108.97592062946497,163.0650943011155,39.32890607519819,32.54234383659779,0.008254020474851131,0.008421821519732475
9,8,96.79411727315527,189.1352384602467,46.059728265570044,38.72280414323051,0.005672958213835955,0.007245014421641827
10,9,114.01138159321968,157.68126004494067,49.86502903296232,32.95994619084015,0.004572516772896051,0.005712986923754215
11,10,84.35884545385372,138.27505001157914,40.64500721806071,29.59123654249205,0.0053291358053684235,0.004727106541395187
