Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.1488606929779053	0	24.27907	16.322798	104.0	11.0	24.27906976744186	16.3227984111756	1044	1044
4.320667028427124	1	20.916666	10.990211	71.0	10.0	20.916666666666668	10.990210290172897	1004	2048
5.436540365219116	2	25.225	12.450879	59.0	11.0	25.225	12.450878483062953	1009	3057
6.5431787967681885	3	30.0	16.184597	82.0	12.0	30.0	16.184596889344764	1020	4077
7.712622880935669	4	32.4375	20.632101	106.0	11.0	32.4375	20.63210105030508	1038	5115
8.857740640640259	5	39.03846	23.162437	114.0	15.0	39.03846153846154	23.16243771087273	1015	6130
10.022922992706299	6	33.64516	13.862338	74.0	16.0	33.645161290322584	13.862337900612568	1043	7173
11.193821430206299	7	37.444443	15.835575	77.0	12.0	37.44444444444444	15.835574890062105	1011	8184
12.337817192077637	8	44.391304	22.621151	95.0	16.0	44.391304347826086	22.621150415590357	1021	9205
13.50043773651123	9	46.81818	19.550951	111.0	15.0	46.81818181818182	19.550950601479396	1030	10235
14.631986141204834	10	50.95	26.841154	135.0	22.0	50.95	26.84115310488728	1019	11254
15.772792339324951	11	45.909092	18.879786	83.0	11.0	45.90909090909091	18.879784982666926	1010	12264
16.905701875686646	12	43.95652	18.604528	71.0	15.0	43.95652173913044	18.604530212382155	1011	13275
18.05091166496277	13	53.105263	18.70799	88.0	26.0	53.10526315789474	18.707990797185836	1009	14284
19.146910905838013	14	47.714287	16.098337	73.0	21.0	47.714285714285715	16.09833726150108	1002	15286
20.27129077911377	15	46.409092	18.289736	81.0	19.0	46.40909090909091	18.289736542933507	1021	16307
21.46463632583618	16	50.095238	15.488567	76.0	20.0	50.095238095238095	15.488566480148423	1052	17359
22.578885555267334	17	53.263157	27.689713	140.0	24.0	53.26315789473684	27.689713281409183	1012	18371
23.73916530609131	18	59.235294	24.395103	120.0	31.0	59.23529411764706	24.395104165927147	1007	19378
25.00158381462097	19	59.882355	23.738483	107.0	30.0	59.88235294117647	23.738482911387916	1018	20396
26.22577142715454	20	60.588234	21.822975	118.0	34.0	60.588235294117645	21.82297446575219	1030	21426
27.41839575767517	21	59.705883	25.958712	141.0	29.0	59.705882352941174	25.95871089403857	1015	22441
28.533881187438965	22	55.72222	19.034487	93.0	28.0	55.72222222222222	19.034487867948055	1003	23444
29.791290044784546	23	62.764706	38.416496	200.0	21.0	62.76470588235294	38.41649371844569	1067	24511
30.87857675552368	24	59.058823	26.868898	121.0	19.0	59.05882352941177	26.868898679755667	1004	25515
32.004199266433716	25	53.263157	20.631712	110.0	25.0	53.26315789473684	20.631713211163557	1012	26527
33.17283296585083	26	70.26667	30.52751	119.0	22.0	70.26666666666667	30.527510361784973	1054	27581
34.2659273147583	27	71.71429	26.271736	146.0	37.0	71.71428571428571	26.271735413418227	1004	28585
35.4145622253418	28	61.588234	20.40778	90.0	34.0	61.588235294117645	20.407780591003007	1047	29632
36.640676975250244	29	65.0	30.501688	166.0	29.0	65.0	30.50168751358637	1105	30737
37.812984228134155	30	73.57143	28.764349	138.0	38.0	73.57142857142857	28.76434868204112	1030	31767
39.10031223297119	31	70.4	19.8286	127.0	48.0	70.4	19.828598874689387	1056	32823
40.426143646240234	32	75.35714	25.075907	123.0	41.0	75.35714285714286	25.075905176247637	1055	33878
41.7967803478241	33	78.61539	27.438148	130.0	36.0	78.61538461538461	27.43814991951748	1022	34900
43.03624200820923	34	102.7	38.079	194.0	46.0	102.7	38.07899683552601	1027	35927
44.22741365432739	35	79.76923	21.397892	131.0	52.0	79.76923076923077	21.39789294498893	1037	36964
45.38744354248047	36	91.454544	30.663464	148.0	35.0	91.45454545454545	30.663462522753324	1006	37970
46.50971865653992	37	100.7	28.782114	161.0	70.0	100.7	28.78211250064873	1007	38977
47.69044232368469	38	95.72727	36.68314	165.0	47.0	95.72727272727273	36.683141803313184	1053	40030
49.000014781951904	39	114.8	50.413887	200.0	41.0	114.8	50.41388697571335	1148	41178
50.283596992492676	40	158.0	44.275116	200.0	88.0	158.0	44.275113938709566	1106	42284
51.50221633911133	41	151.57143	39.978058	200.0	75.0	151.57142857142858	39.97805520481435	1061	43345
52.79013109207153	42	160.71428	25.672186	200.0	122.0	160.71428571428572	25.672187762047002	1125	44470
54.001519203186035	43	146.0	59.873676	200.0	50.0	146.0	59.87367654367938	1022	45492
55.33540415763855	44	167.0	55.551777	200.0	41.0	167.0	55.5517776493246	1169	46661
56.564679861068726	45	175.5	34.659054	200.0	125.0	175.5	34.659053651246744	1053	47714
57.77746295928955	46	169.83333	34.527363	200.0	112.0	169.83333333333334	34.52736434900424	1019	48733
59.17275905609131	47	194.16667	13.043731	200.0	165.0	194.16666666666666	13.043729868748773	1165	49898
60.58003377914429	48	198.0	4.472136	200.0	188.0	198.0	4.47213595499958	1188	51086
61.98507332801819	49	194.83333	10.269967	200.0	172.0	194.83333333333334	10.269967002002598	1169	52255
63.37081718444824	50	193.0	15.652476	200.0	158.0	193.0	15.652475842498529	1158	53413
64.66094207763672	51	173.16667	24.106823	200.0	133.0	173.16666666666666	24.106822455248825	1039	54452
66.0314736366272	52	160.85715	56.352028	200.0	36.0	160.85714285714286	56.35202765125815	1126	55578
67.434983253479	53	200.0	0.0	200.0	200.0	200.0	0.0	1200	56778
68.66365385055542	54	178.5	34.850872	200.0	106.0	178.5	34.8508727772108	1071	57849
69.85763478279114	55	173.66667	39.940235	200.0	96.0	173.66666666666666	39.94023312678861	1042	58891
