Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	TimestepsThisBatch	TimestepsSoFar
6.554497718811035	0	-0.4286022	0.087410815	-0.25177664	-0.6315052	21.0	0.0	-0.020409629	-0.020409629	-0.01688655	-0.01688655	1008	1008
9.703081607818604	1	-0.40749106	0.08694241	-0.2269897	-0.6920135	21.0	0.0	-0.019404335	-0.019404335	-0.015547078	-0.015547078	1008	2016
13.470353126525879	2	-0.42710003	0.09757596	-0.1883784	-0.69446385	21.0	0.0	-0.020338096	-0.020338096	-0.015401738	-0.015401738	1008	3024
18.133307218551636	3	-0.42730525	0.08209576	-0.24367012	-0.63189745	21.0	0.0	-0.02034787	-0.02034787	-0.01573756	-0.01573756	1008	4032
25.665946006774902	4	-0.42553687	0.08528304	-0.26409104	-0.63014805	21.0	0.0	-0.02026366	-0.02026366	-0.015263525	-0.015263525	1008	5040
34.18851447105408	5	-0.3991634	0.06737469	-0.28952792	-0.5706413	21.0	0.0	-0.019007782	-0.019007782	-0.012308407	-0.012308407	1008	6048
45.09898591041565	6	-0.41805616	0.10135735	-0.1792675	-0.6618317	21.0	0.0	-0.019907437	-0.019907437	-0.014030221	-0.014030221	1008	7056
58.73006892204285	7	-0.40916324	0.09618674	-0.19323024	-0.64584833	21.0	0.0	-0.019483963	-0.019483963	-0.01180787	-0.01180787	1008	8064
73.16446161270142	8	-0.43370178	0.118358195	-0.25153407	-0.77986795	21.0	0.0	-0.020652467	-0.020652467	-0.011843724	-0.011843724	1008	9072
88.53408241271973	9	-0.4519674	0.10435587	-0.21465303	-0.74283177	21.0	0.0	-0.021522257	-0.021522257	-0.011117941	-0.011117941	1008	10080
101.78656721115112	10	-0.43441406	0.104265615	-0.27208126	-0.757256	21.0	0.0	-0.020686384	-0.020686384	-0.009777016	-0.009777016	1008	11088
115.06313371658325	11	-0.44880188	0.10113567	-0.31012973	-0.6810478	21.0	0.0	-0.021371517	-0.021371517	-0.01061171	-0.01061171	1008	12096
129.22280979156494	12	-0.4462658	0.10193962	-0.27453685	-0.78219175	21.0	0.0	-0.021250753	-0.021250753	-0.010419397	-0.010419397	1008	13104
145.29247045516968	13	-0.51950103	0.10938664	-0.2792269	-0.78065956	21.0	0.0	-0.024738146	-0.024738146	-0.011176815	-0.011176815	1008	14112
162.19601845741272	14	-0.4938409	0.116488	-0.30342478	-0.7687745	21.0	0.0	-0.023516232	-0.023516232	-0.010503835	-0.010503835	1008	15120
180.20744037628174	15	-0.51671785	0.11321844	-0.24325249	-0.76960737	21.0	0.0	-0.024605611	-0.024605611	-0.011499862	-0.011499862	1008	16128
198.65306735038757	16	-0.3427408	1.4078493	9.279576	-0.826198	21.0	0.0	-0.016320989	-0.016320989	-0.0017049682	-0.0017049682	1008	17136
218.98183250427246	17	-0.13499892	2.8281412	19.23894	-0.79352224	21.0	0.0	-0.0064285216	-0.0064285216	0.00779461	0.00779461	1008	18144
240.22699785232544	18	4.18098	12.683684	49.275726	-0.85893327	21.0	0.0	0.19909428	0.19909428	0.21523993	0.21523993	1008	19152
262.67115592956543	19	4.2128344	12.998516	49.334244	-0.8217853	21.0	0.0	0.20061116	0.20061116	0.21610442	0.21610442	1008	20160
286.135053396225	20	1.5052814	8.13743	49.394436	-0.7607573	21.0	0.0	0.071680084	0.071680084	0.086951524	0.086951524	1008	21168
311.8562009334564	21	5.6002727	14.756921	59.14483	-0.87033975	21.0	0.0	0.26667964	0.26667964	0.28321755	0.28321755	1008	22176
338.2356631755829	22	13.088161	19.448452	59.2635	-0.8511046	21.0	0.0	0.6232458	0.6232458	0.64014715	0.64014715	1008	23184
365.0158226490021	23	18.864546	20.535683	69.16371	-0.8403004	21.0	0.0	0.8983118	0.8983118	0.91620845	0.91620845	1008	24192
394.492112159729	24	22.809504	22.842268	89.16663	-0.6980856	21.0	0.0	1.0861669	1.0861669	1.1034396	1.1034396	1008	25200
424.7556447982788	25	28.1924	23.976967	69.08517	-0.83470595	21.0	0.0	1.3424953	1.3424953	1.3603994	1.3603994	1008	26208
455.82512164115906	26	34.40964	25.446112	89.02359	-0.7704481	21.0	0.0	1.6385545	1.6385545	1.6569664	1.6569664	1008	27216
486.8683145046234	27	45.37584	26.901346	98.78914	-0.7213095	21.0	0.0	2.1607544	2.1607544	2.179647	2.179647	1008	28224
520.3766231536865	28	39.3616	21.646065	79.029915	-0.6993202	21.0	0.0	1.8743618	1.8743618	1.8926309	1.8926309	1008	29232
555.2237589359283	29	50.508667	26.29439	98.831985	-0.6741508	21.0	0.0	2.4051747	2.4051747	2.424072	2.424072	1008	30240
589.4511125087738	30	48.632114	25.272942	99.125046	-0.95522505	21.0	0.0	2.315815	2.315815	2.33432	2.33432	1008	31248
625.9310748577118	31	60.838757	24.83286	118.846855	-0.7551162	21.0	0.0	2.8970835	2.8970835	2.9153888	2.9153888	1008	32256
662.9540650844574	32	60.17633	21.476995	98.75047	8.97247	21.0	0.0	2.8655398	2.8655398	2.8839488	2.8839488	1008	33264
700.3122262954712	33	61.626648	22.055073	108.927605	9.103725	21.0	0.0	2.9346023	2.9346023	2.9524508	2.9524508	1008	34272
739.0864839553833	34	62.830067	21.620749	98.809654	19.068802	21.0	0.0	2.9919078	2.9919078	3.009245	3.009245	1008	35280
778.3498060703278	35	67.95266	24.179943	118.55392	9.0301485	21.0	0.0	3.2358408	3.2358408	3.2534604	3.2534604	1008	36288
820.3663568496704	36	68.7644	25.369673	108.45084	-0.8839629	21.0	0.0	3.274495	3.274495	3.2919617	3.2919617	1008	37296
862.7429442405701	37	72.29535	23.87888	118.34891	18.802803	21.0	0.0	3.442636	3.442636	3.4599192	3.4599192	1008	38304
905.8846001625061	38	81.18609	19.63534	118.67947	8.983341	21.0	0.0	3.866004	3.866004	3.8830173	3.8830173	1008	39312
951.3600232601166	39	74.18264	19.163214	118.619286	28.992188	21.0	0.0	3.5325065	3.5325065	3.5492742	3.5492742	1008	40320
997.521595954895	40	74.12949	23.464518	118.72966	19.131617	21.0	0.0	3.5299757	3.5299757	3.5471125	3.5471125	1008	41328
1043.743484735489	41	77.3841	22.591448	118.42479	19.22245	21.0	0.0	3.6849568	3.6849568	3.7016332	3.7016332	1008	42336
1092.1927888393402	42	76.584625	23.849037	128.3318	-0.8583024	21.0	0.0	3.6468868	3.6468868	3.6634943	3.6634943	1008	43344
1140.0645787715912	43	79.262794	19.042715	108.551285	38.670166	21.0	0.0	3.7744188	3.7744188	3.790949	3.790949	1008	44352
1189.1648125648499	44	71.980576	24.442984	127.94268	18.846708	21.0	0.0	3.4276462	3.4276462	3.4441583	3.4441583	1008	45360
1241.564642906189	45	69.97474	19.201735	108.770226	28.88562	21.0	0.0	3.3321307	3.3321307	3.3481557	3.3481557	1008	46368
1294.121401309967	46	74.66038	19.749336	108.27914	18.61472	21.0	0.0	3.5552561	3.5552561	3.571526	3.571526	1008	47376
1346.3960909843445	47	75.47155	26.580269	128.29877	-1.030055	21.0	0.0	3.5938833	3.5938833	3.6101837	3.6101837	1008	48384
1401.5243701934814	48	79.25509	20.221506	118.22129	48.40097	21.0	0.0	3.7740517	3.7740517	3.7901063	3.7901063	1008	49392
1456.7214472293854	49	74.24952	25.103388	127.96227	-1.3402246	21.0	0.0	3.5356913	3.5356913	3.5517895	3.5517895	1008	50400
1512.8114922046661	50	72.752205	23.378527	118.08446	18.723602	21.0	0.0	3.4643905	3.4643905	3.4801888	3.4801888	1008	51408
1570.0821619033813	51	69.70643	24.186298	118.56097	-0.74302775	21.0	0.0	3.3193536	3.3193536	3.3349092	3.3349092	1008	52416
1629.4898920059204	52	67.23388	22.685444	118.124596	18.738611	21.0	0.0	3.2016132	3.2016132	3.217509	3.217509	1008	53424
1689.3452746868134	53	69.06373	19.500296	98.67924	28.502726	21.0	0.0	3.288749	3.288749	3.3044853	3.3044853	1008	54432
1749.192783355713	54	70.29559	17.978048	108.13358	18.900026	21.0	0.0	3.3474095	3.3474095	3.3631103	3.3631103	1008	55440
1810.6845145225525	55	70.275215	21.142435	118.27326	28.522154	21.0	0.0	3.346439	3.346439	3.3619933	3.3619933	1008	56448
1874.5940945148468	56	61.194965	24.500177	108.64427	9.014763	21.0	0.0	2.914046	2.914046	2.9299123	2.9299123	1008	57456
1937.5871713161469	57	65.91333	23.055416	118.47516	-1.0691816	21.0	0.0	3.13873	3.13873	3.154132	3.154132	1008	58464
2001.4619581699371	58	67.60253	22.943869	108.3809	-1.1351014	21.0	0.0	3.219168	3.219168	3.2347512	3.2347512	1008	59472
2069.2887239456177	59	60.325764	28.788774	118.54412	-1.0765423	21.0	0.0	2.8726554	2.8726554	2.8884232	2.8884232	1008	60480
2136.462984085083	60	62.39918	24.777275	108.237656	-0.9286109	21.0	0.0	2.9713898	2.9713898	2.9870713	2.9870713	1008	61488
2204.937276363373	61	60.782917	25.041836	108.7297	8.751379	21.0	0.0	2.894425	2.894425	2.9098985	2.9098985	1008	62496
2274.980751514435	62	59.10904	27.53758	108.45908	-0.8110485	21.0	0.0	2.814716	2.814716	2.8304303	2.8304303	1008	63504
2345.9025778770447	63	58.288544	21.016953	108.581345	28.469162	21.0	0.0	2.7756448	2.7756448	2.7912626	2.7912626	1008	64512
2418.2148241996765	64	54.54504	27.648111	108.39596	-1.3435056	21.0	0.0	2.5973828	2.5973828	2.6127048	2.6127048	1008	65520
2491.081021785736	65	49.15993	29.662157	118.11354	-1.2370578	21.0	0.0	2.340949	2.340949	2.3568022	2.3568022	1008	66528
2565.5786533355713	66	49.97591	31.163235	108.647316	-1.5275806	21.0	0.0	2.3798053	2.3798053	2.3956933	2.3956933	1008	67536
2643.75279211998	67	43.324306	29.599863	98.61839	-1.1189666	21.0	0.0	2.0630622	2.0630622	2.0789933	2.0789933	1008	68544
2729.5319876670837	68	46.900375	26.564907	98.69333	8.71646	21.0	0.0	2.2333512	2.2333512	2.2486937	2.2486937	1008	69552
2828.978991508484	69	51.048615	31.38294	108.20736	-1.3333046	21.0	0.0	2.4308865	2.4308865	2.4465792	2.4465792	1008	70560
2959.231305360794	70	39.181416	26.31296	98.634895	-1.2818735	21.0	0.0	1.8657818	1.8657818	1.8816354	1.8816354	1008	71568
3118.0415875911713	71	54.96229	26.385738	118.273224	-0.806028	21.0	0.0	2.6172519	2.6172519	2.6324985	2.6324985	1008	72576
3312.469834089279	72	45.824413	28.44263	118.40954	-1.3288249	21.0	0.0	2.1821148	2.1821148	2.197597	2.197597	1008	73584
3476.8850648403168	73	53.7303	27.384645	108.49316	-1.125528	21.0	0.0	2.5585856	2.5585856	2.5736496	2.5736496	1008	74592
3564.616209745407	74	53.10609	26.496496	108.64234	-1.464182	21.0	0.0	2.5288613	2.5288613	2.5441916	2.5441916	1008	75600
3666.5103883743286	75	56.454357	27.380444	98.66722	-1.2232182	21.0	0.0	2.6883025	2.6883025	2.7033474	2.7033474	1008	76608
3803.334119796753	76	43.964294	26.391968	108.48187	-1.4753003	21.0	0.0	2.0935378	2.0935378	2.108834	2.108834	1008	77616
3960.6710669994354	77	46.058685	28.078493	98.74186	-1.3850336	21.0	0.0	2.1932707	2.1932707	2.208468	2.208468	1008	78624
4226.635733366013	78	50.208176	25.293682	98.545044	-1.0323564	21.0	0.0	2.3908656	2.3908656	2.4064546	2.4064546	1008	79632
4734.117990016937	79	52.47992	29.383812	108.22336	-1.1738385	21.0	0.0	2.4990437	2.4990437	2.514115	2.514115	1008	80640
5306.420891284943	80	46.899982	28.874895	108.60774	-1.0412382	21.0	0.0	2.2333326	2.2333326	2.2486026	2.2486026	1008	81648
5957.143323659897	81	45.426838	27.741407	98.73675	-1.2334448	21.0	0.0	2.1631827	2.1631827	2.1784124	2.1784124	1008	82656
6183.122036457062	82	46.873577	27.63646	108.57735	-1.2803271	21.0	0.0	2.232075	2.232075	2.2471068	2.2471068	1008	83664
6457.991329669952	83	54.929825	24.790602	108.45384	-1.4454354	21.0	0.0	2.6157062	2.6157062	2.630691	2.630691	1008	84672
7193.816695690155	84	54.93157	26.348	98.477844	-1.2551796	21.0	0.0	2.615789	2.615789	2.6308918	2.6308918	1008	85680
7797.563661813736	85	53.907673	20.917974	88.646774	8.890266	21.0	0.0	2.567032	2.567032	2.5819736	2.5819736	1008	86688
8535.500280380249	86	56.205517	27.02867	108.69048	-1.1577334	21.0	0.0	2.676453	2.676453	2.691426	2.691426	1008	87696
9265.159000396729	87	56.799854	25.832254	108.47386	-1.0646905	21.0	0.0	2.704755	2.704755	2.7196538	2.7196538	1008	88704
10154.137098789215	88	52.678883	28.150036	108.75368	-1.1024857	21.0	0.0	2.5085182	2.5085182	2.5233548	2.5233548	1008	89712
11091.639147520065	89	53.909	22.607952	88.41603	-0.52825344	21.0	0.0	2.5670953	2.5670953	2.5818694	2.5818694	1008	90720
12102.968052864075	90	64.280396	25.024399	108.607574	-1.3014572	21.0	0.0	3.0609713	3.0609713	3.0754933	3.0754933	1008	91728
13026.905891656876	91	60.11073	22.421741	98.58255	8.652374	21.0	0.0	2.8624156	2.8624156	2.8770835	2.8770835	1008	92736
13980.911976575851	92	71.100975	21.809755	128.3852	28.801916	21.0	0.0	3.3857605	3.3857605	3.4002225	3.4002225	1008	93744
15039.046534061432	93	63.79979	23.419697	108.523026	8.8057995	21.0	0.0	3.038085	3.038085	3.0525606	3.0525606	1008	94752
16357.644820690155	94	61.344254	28.844963	118.40629	-0.92099965	21.0	0.0	2.921155	2.921155	2.9357677	2.9357677	1008	95760
16452.80961251259	95	71.27883	23.580122	108.59369	18.965717	21.0	0.0	3.3942297	3.3942297	3.4086492	3.4086492	1008	96768
16545.995007514954	96	66.32965	25.185987	108.6333	-1.0149273	21.0	0.0	3.1585548	3.1585548	3.172997	3.172997	1008	97776
16640.85542201996	97	63.2158	23.227072	108.092674	18.864754	21.0	0.0	3.010276	3.010276	3.0245183	3.0245183	1008	98784
16737.717665672302	98	56.985546	26.440525	108.80987	-1.070729	21.0	0.0	2.7135973	2.7135973	2.728358	2.728358	1008	99792
16829.1657371521	99	64.27717	24.79613	108.463936	18.781986	21.0	0.0	3.0608177	3.0608177	3.075195	3.075195	1008	100800
