,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-149.73528421638085,-87.44588374611685,-182.10586559191967,26.16447186150253,,
1,0,-122.04246106869712,-103.48733867429385,-146.75280413992925,14.04670471649068,0.023310894146561623,1.035134196281433
2,1,-74.00052260974643,-43.45675632189683,-98.71960740133468,15.010827433253118,0.01834307610988617,0.05652062967419624
3,2,-85.64067857434904,-70.34390370132203,-93.5279412243201,7.550261634992977,0.013095307163894176,0.021778753027319908
4,3,-96.75461422260754,-72.17788878491159,-121.66604691044225,14.700213221848099,0.007084278855472803,0.016610469669103622
5,4,-83.90176100116135,-50.12662593262088,-125.55265834965945,20.38525573449021,0.007185901515185833,0.011042619124054909
6,5,-87.20068756208181,-69.76357367057449,-97.65078321196538,9.370895502488143,0.004696659278124571,0.00654999166727066
7,6,-85.58826636092492,-62.387115684902895,-100.6805225160669,13.899252767850898,0.005199855659157038,0.005033175926655531
8,7,-75.99552647253857,-57.096089157966105,-93.6280056870279,13.047325878141601,0.0035601395647972822,0.0049733505584299564
9,8,-71.13222716611162,-43.94025265190835,-97.709139242655,15.053112517560866,0.003586176782846451,0.0039696162566542625
10,9,-74.97117058485057,-47.51472079625725,-89.24315643198538,11.989941061478904,0.003340096678584814,0.0038030557334423065
11,10,-87.1643419758796,-51.843432186141946,-111.21431669785375,17.33113709022354,0.002507113618776202,0.0029076512437313795
