Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
5.96189284324646	0	8.78421	5.321004	36.0	3.0	8.784210526315789	5.3210040430217775	5007	5007
9.734739780426025	1	10.422916	6.2421865	46.0	3.0	10.422916666666667	6.24218643530098	5003	10010
13.41026782989502	2	14.521739	9.16896	67.0	3.0	14.521739130434783	9.168959442885566	5010	15020
17.25752329826355	3	16.681063	9.649227	75.0	3.0	16.68106312292359	9.649226994636521	5021	20041
21.134860277175903	4	20.995815	11.95091	80.0	4.0	20.99581589958159	11.950910018727882	5018	25059
25.12260413169861	5	23.311628	12.529801	99.0	4.0	23.311627906976746	12.529800928323132	5012	30071
29.290983200073242	6	28.027933	13.936179	90.0	6.0	28.027932960893853	13.936179420654277	5017	35088
32.987809896469116	7	30.357576	13.577143	81.0	4.0	30.35757575757576	13.577142786472447	5009	40097
37.06596899032593	8	31.885351	14.342475	92.0	10.0	31.88535031847134	14.342475402574527	5006	45103
41.0053186416626	9	36.413044	16.873238	120.0	13.0	36.41304347826087	16.87323936531658	5025	50128
44.721611976623535	10	38.661537	17.032799	101.0	11.0	38.66153846153846	17.032798155844844	5026	55154
48.42890167236328	11	44.34513	17.332647	101.0	14.0	44.34513274336283	17.33264856847644	5011	60165
52.139601707458496	12	54.27957	23.359907	158.0	14.0	54.27956989247312	23.359907566928374	5048	65213
55.90897488594055	13	53.76842	24.67748	145.0	12.0	53.76842105263158	24.677478601723156	5108	70321
59.6199312210083	14	61.109756	26.604147	134.0	16.0	61.109756097560975	26.60414697985781	5011	75332
63.30225849151611	15	79.69841	45.58182	240.0	28.0	79.6984126984127	45.5818241834744	5021	80353
67.01385140419006	16	77.63077	29.867693	169.0	20.0	77.63076923076923	29.867692466182216	5046	85399
70.72538232803345	17	84.9	33.35601	220.0	38.0	84.9	33.35600895391014	5094	90493
74.5518946647644	18	84.98305	32.49745	205.0	38.0	84.98305084745763	32.49745310772738	5014	95507
78.86702060699463	19	80.650795	46.26568	335.0	38.0	80.65079365079364	46.26567815952333	5081	100588
83.293865442276	20	84.03333	33.200886	193.0	35.0	84.03333333333333	33.20088686901133	5042	105630
88.58915734291077	21	81.67742	30.289877	166.0	36.0	81.6774193548387	30.2898759800805	5064	110694
93.59486293792725	22	90.19643	42.699287	215.0	32.0	90.19642857142857	42.699288904608046	5051	115745
100.54858684539795	23	118.5	81.860886	419.0	32.0	118.5	81.8608853204908	5214	120959
105.0990822315216	24	100.34	49.81269	232.0	25.0	100.34	49.81269316148244	5017	125976
109.21203374862671	25	164.87097	69.78157	292.0	38.0	164.8709677419355	69.78156792193853	5111	131087
113.8806664943695	26	172.26471	165.66946	1000.0	46.0	172.26470588235293	165.66946341214012	5857	136944
117.57468843460083	27	213.91667	107.253944	463.0	77.0	213.91666666666666	107.25394968122258	5134	142078
121.4218602180481	28	240.95454	104.469864	419.0	35.0	240.95454545454547	104.46986397683709	5301	147379
125.20238924026489	29	400.84616	145.98569	668.0	226.0	400.84615384615387	145.98569274147073	5211	152590
129.02572870254517	30	377.64285	128.46434	549.0	134.0	377.64285714285717	128.4643403232737	5287	157877
132.86631321907043	31	354.26666	168.87411	789.0	82.0	354.26666666666665	168.87410169182905	5314	163191
136.7120509147644	32	313.2353	110.79156	532.0	109.0	313.2352941176471	110.79155277407193	5325	168516
140.43579959869385	33	467.72726	220.9665	902.0	126.0	467.72727272727275	220.9665095599499	5145	173661
144.10444021224976	34	736.0	243.37683	1000.0	280.0	736.0	243.37683890273067	5152	178813
147.93696784973145	35	881.6667	205.97789	1000.0	437.0	881.6666666666666	205.97788446551462	5290	184103
151.5916359424591	36	840.3333	190.38441	1000.0	474.0	840.3333333333334	190.38440645762518	5042	189145
155.23215222358704	37	836.6667	235.5608	1000.0	430.0	836.6666666666666	235.5607965873967	5020	194165
158.93947553634644	38	851.3333	211.91718	1000.0	508.0	851.3333333333334	211.91717459632403	5108	199273
163.1009590625763	39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	205273
167.10532569885254	40	964.5	79.38042	1000.0	787.0	964.5	79.38041320124253	5787	211060
170.71570420265198	41	862.3333	307.83203	1000.0	174.0	862.3333333333334	307.83202490247106	5174	216234
174.2470498085022	42	856.0	321.99377	1000.0	136.0	856.0	321.99378875996973	5136	221370
178.20515871047974	43	867.0	226.96107	1000.0	381.0	867.0	226.96108330137423	5202	226572
182.95003056526184	44	919.8333	113.40256	1000.0	755.0	919.8333333333334	113.40255239142058	5519	232091
187.87936282157898	45	944.1667	124.84713	1000.0	665.0	944.1666666666666	124.84712874373825	5665	237756
192.51983523368835	46	892.5	212.6372	1000.0	420.0	892.5	212.63721060372603	5355	243111
197.32900142669678	47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	249111
201.67641258239746	48	926.5	164.351	1000.0	559.0	926.5	164.35099634623455	5559	254670
205.5098135471344	49	883.5	260.50192	1000.0	301.0	883.5	260.5019193787255	5301	259971
209.78552198410034	50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	265971
214.57118701934814	51	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	271971
219.19222831726074	52	961.8333	85.343254	1000.0	771.0	961.8333333333334	85.34326114124195	5771	277742
224.86134696006775	53	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	283742
231.44847631454468	54	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	289742
239.1430389881134	55	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	295742
