,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-161.9272749889336,-89.47642348586022,-207.69896253821418,36.52489843693634,,
1,48.92241618506732,91.92005147715564,14.536425147411945,26.744106491254406,0.029508469626307487,1.076883316040039
