Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
110.91033291816711	0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.7036867e-07	-3.7036867e-07	-0.69310546	0.0015110568	3.3284756e-05	1.6197775e-05	0.6931088	30049	30049
220.2596607208252	1	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.233424e-07	-2.233424e-07	-0.6924722	0.024334753	0.0010848618	0.00044585922	0.69258076	30049	60098
324.60671520233154	2	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.7778647e-07	-5.7778647e-07	-0.6931591	0.0027360534	4.1386562e-07	1.21086305e-08	0.69315916	30049	90147
429.8783223628998	3	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-3.2564127e-08	-3.2564127e-08	-0.69314706	6.926813e-05	1.3267904e-06	7.158095e-08	0.6931471	30049	120196
534.1797943115234	4	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	6.331452e-08	6.331452e-08	-0.69329786	0.0030291327	0.00040843157	0.00014659653	0.69333875	30049	150245
639.6776452064514	5	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-9.4699226e-07	-9.4699226e-07	-0.69327945	0.014283541	0.0055350554	0.0020406137	0.693833	30049	180294
743.8948867321014	6	0.015075377	0.21212934	3.0	0.0	151.0	0.0	9.9836936e-05	9.9836936e-05	9.989601e-05	9.989601e-05	-0.69314706	0.00014219261	1.1476437e-05	1.7532581e-06	0.6931484	30049	210343
848.6496839523315	7	0.18592964	2.1244216	29.0	0.0	151.0	0.0	0.0012313222	0.0012313222	0.0012304097	0.0012304097	-0.6933674	0.0087487055	0.0007644149	0.00021924733	0.6934438	30049	240392
952.4014747142792	8	0.07537688	0.9293357	13.0	0.0	151.0	0.0	0.00049918465	0.00049918465	0.0005013792	0.0005013792	-0.6924437	0.008426349	0.0013455392	0.00036093104	0.6925782	30049	270441
1056.205476284027	9	0.4321608	3.9231527	41.0	0.0	151.0	0.0	0.002861992	0.002861992	0.0028621953	0.0028621953	-0.69314814	0.0014052615	3.1052514e-05	4.7891212e-06	0.6931513	30049	300490
1159.1683859825134	10	0.6231156	4.4023366	35.0	0.0	151.0	0.0	0.004126593	0.004126593	0.00412652	0.00412652	-0.6931473	0.0003139088	1.3183177e-07	5.481946e-09	0.69314724	30049	330539
1264.7410025596619	11	0.3316583	2.0595539	18.0	0.0	151.0	0.0	0.0021964125	0.0021964125	0.0021960589	0.0021960589	-0.69292283	0.0023251283	0.00025172625	0.000103992796	0.6929479	30049	360588
1368.8994512557983	12	0.24120604	2.2974997	23.0	0.0	151.0	0.0	0.001597391	0.001597391	0.001597647	0.001597647	-0.69314766	0.00029055626	9.9457975e-06	3.4355753e-06	0.69314873	30049	390637
1472.4561862945557	13	0.23115578	2.1211624	25.0	0.0	151.0	0.0	0.001530833	0.001530833	0.0015308922	0.0015308922	-0.6931473	0.00016975451	1.8041501e-06	5.3551037e-07	0.6931473	30049	420686
1577.617381811142	14	0.1557789	1.5468736	16.0	0.0	151.0	0.0	0.0010316483	0.0010316483	0.0010312889	0.0010312889	-0.693267	0.0017996163	0.000554928	0.0002457713	0.6933224	30049	450735
1682.6817593574524	15	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.0393464e-07	-5.0393464e-07	-0.69356096	0.012524941	0.0016645903	0.0008722135	0.6937275	30049	480784
1789.8126060962677	16	0.11557789	1.5568649	22.0	0.0	151.0	0.0	0.0007654165	0.0007654165	0.00076567713	0.00076567713	-0.6931472	2.922139e-05	0.0005572231	0.00019426267	0.6932029	30049	510833
1899.3615386486053	17	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-1.9578492e-06	-1.9578492e-06	-0.69316316	0.0063245855	0.0002562392	9.6970965e-05	0.6931889	30049	540882
2006.6166067123413	18	0.040201005	0.5656783	8.0	0.0	151.0	0.0	0.00026623183	0.00026623183	0.00026624766	0.00026624766	-0.6931473	0.0016865003	0.00026653736	7.483338e-05	0.69317406	30049	570931
2112.9346482753754	19	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-6.902695e-08	-6.902695e-08	-0.6931493	0.0011172178	4.7517062e-07	1.4641503e-08	0.69314945	30049	600980
2221.77996134758	20	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-7.1509834e-07	-7.1509834e-07	-0.6926894	0.00480916	0.00030413846	3.9907467e-05	0.6927199	30049	631029
2328.162808418274	21	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-5.685974e-08	-5.685974e-08	-0.69315296	0.0010392315	0.0045467988	0.0024855754	0.6936076	30049	661078
2433.853261232376	22	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	-2.187687e-07	-2.187687e-07	-0.69386756	0.008086127	0.00027768957	0.00012884202	0.69389534	30049	691127
