,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-158.79258126672656,-93.89092913257417,-194.5151109163806,34.418812750803575,,
1,-12.682726311672985,28.124852153657326,-71.13672771980524,32.87094611888433,0.03071914054453373,1.0561603307724
