Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
1021.4912219047546	104	-32.67410800732253	-0.30490265661676524	5.512503982696074	-22.785634021512614	-55.29458132216796	19.910416666666666	0.8649998996467507	252	1058391	-30.68144284305866	-0.28692784790420606
1031.5541894435883	105	-31.529944307515827	-0.3057399211659352	4.643671333414452	-21.674538161411462	-52.3666924791128	19.958333333333332	0.5345688813323209	252	1068471	-33.46047433621241	-0.3179287963601379
1041.402131319046	106	-31.555412395967785	-0.30416941102465755	5.32505917212406	-21.213914628432665	-66.62036511431698	19.95	0.7483314773547882	252	1078552	-30.692172193290236	-0.26146034978587496
1051.116970539093	107	-32.22069576834672	-0.28394213770244875	5.816665490065743	-22.893650961058437	-88.09207033618956	19.96659707724426	0.4952078352317992	252	1088613	-32.040805241494475	-0.2885262621734816
1060.9403166770935	108	-31.534794250748405	-0.2889234779305415	5.054507113171227	-22.908841579184823	-58.93814739738267	19.897916666666667	0.9937281618844374	252	1098694	-31.666476745467506	-0.28102364403581165
1070.3878474235535	109	-31.390469938968174	-0.27145281065635785	5.168681784711927	-20.3865340679653	-66.92523811451883	19.897916666666667	0.9151478895360151	252	1108774	-30.207745907949313	-0.2719772440656747
1079.7414798736572	110	-31.447809904664314	-0.2717889061449958	5.495499762109376	-20.363219028936726	-73.18206132341298	19.802083333333332	1.347990724395222	252	1118854	-30.17550337544636	-0.24924340779595794
1089.6261932849884	111	-31.035496669035613	-0.27224686492216393	5.229600386428895	-22.2290341992132	-56.21248013416569	19.914583333333333	0.8938422640799412	252	1128934	-31.528100443799303	-0.27177097313376053
1099.406674861908	112	-30.443005217595942	-0.2651430024290415	4.796049063198329	-19.37508361693886	-59.05625998084002	19.816666666666666	1.405248099882089	252	1139014	-30.30067861495486	-0.30859613327306995
1109.246325492859	113	-30.49727450528315	-0.25928762727382276	5.002713759101662	-22.457981074579923	-84.43339296076364	19.833333333333332	1.2638125740085917	252	1149095	-30.40398979908996	-0.25718730369714976
