Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	Unmodified Rewards Mean	Unmodified Rewards Std	Modified Rewards Mean	Modified Rewards Std	Log Likelihood Mean	Log Likelihood Std	KL Divergence Mean	KL Divergence Std	Negative ELBo	TimestepsThisBatch	TimestepsSoFar
11.346979856491089	0	-0.41354847	0.07194539	-0.26351318	-0.61326927	21.0	0.0	-0.019692782	-0.019692782	-0.019654937	-0.019654937	-0.69158816	0.016962152	7.2467294e-05	4.1536812e-05	0.69159555	1008	1008
21.126556396484375	1	-0.40489373	0.08259659	-0.29343373	-0.65786725	21.0	0.0	-0.019280653	-0.019280653	-0.01917587	-0.01917587	-0.69394135	0.0171947	4.7581325e-05	2.2925473e-05	0.69394606	1008	2016
29.336886167526245	2	-0.42003182	0.07043798	-0.29833743	-0.54278773	21.0	0.0	-0.020001518	-0.020001518	-0.019851632	-0.019851632	-0.6948656	0.018750925	0.00037852305	0.00044381758	0.6949034	1008	3024
37.710739850997925	3	-0.4392374	0.088980146	-0.29719394	-0.65230167	21.0	0.0	-0.020916067	-0.020916067	-0.020861031	-0.020861031	-0.69658303	0.012199837	7.039308e-05	5.748613e-05	0.69659007	1008	4032
46.52350091934204	4	-0.41367447	0.08493575	-0.26291746	-0.63451964	21.0	0.0	-0.019698786	-0.019698786	-0.019667678	-0.019667678	-0.6907623	0.015194857	6.7263594e-05	6.5907596e-05	0.69076896	1008	5040
54.61505317687988	5	-0.4123288	0.09395997	-0.26163438	-0.6088924	21.0	0.0	-0.019634705	-0.019634705	-0.019570606	-0.019570606	-0.69294846	0.015464233	0.00013352634	0.00021942193	0.6929619	1008	6048
63.32709717750549	6	-0.4035612	0.07931875	-0.2294841	-0.5787782	21.0	0.0	-0.0192172	-0.0192172	-0.019179074	-0.019179074	-0.69317234	0.008807834	0.00019027528	0.00026815603	0.6931914	1008	7056
71.90951800346375	7	-0.4103941	0.10309946	-0.1593327	-0.73946095	21.0	0.0	-0.019542577	-0.019542577	-0.019448977	-0.019448977	-0.6936606	0.013559999	0.00027223345	0.00027850966	0.6936878	1008	8064
79.80320143699646	8	-0.42095318	0.10746161	-0.21720006	-0.69822615	21.0	0.0	-0.020045392	-0.020045392	-0.020069188	-0.020069188	-0.68963164	0.015200266	0.000523697	0.00062646024	0.68968403	1008	9072
88.13358521461487	9	-0.44934484	0.096091144	-0.25454676	-0.6897955	21.0	0.0	-0.021397373	-0.021397373	-0.021492349	-0.021492349	-0.69314945	0.026581096	0.003217679	0.005263003	0.6934712	1008	10080
96.5960156917572	10	-0.45819664	0.10256117	-0.17431653	-0.6752644	21.0	0.0	-0.021818887	-0.021818887	-0.021705603	-0.021705603	-0.6899389	0.030308284	0.003317912	0.004574648	0.69027066	1008	11088
105.07180714607239	11	-0.45365438	0.10084148	-0.27932107	-0.70531934	21.0	0.0	-0.02160259	-0.02160259	-0.021569228	-0.021569228	-0.69240105	0.0150634125	0.00061559596	0.0008301086	0.6924626	1008	12096
113.38976216316223	12	-0.08708068	2.829917	19.301125	-0.72761136	21.0	0.0	-0.0041467	-0.0041467	-0.0018224764	-0.0018224764	-0.66159594	0.12018119	0.089445814	0.10428105	0.6705406	1008	13104
121.92688345909119	13	0.32437658	3.9651804	19.381847	-0.6965696	21.0	0.0	0.015446502	0.015446502	0.016606698	0.016606698	-0.687765	0.09383252	0.048425052	0.07534018	0.6926075	1008	14112
130.7398009300232	14	1.1415323	5.4628806	29.192425	-0.78384966	21.0	0.0	0.054358676	0.054358676	0.054551896	0.054551896	-0.6917047	0.071583726	0.025799008	0.037796486	0.6942846	1008	15120
139.02218890190125	15	1.3243612	6.301287	29.338898	-0.7622138	21.0	0.0	0.063064836	0.063064836	0.06934895	0.06934895	-0.6567329	0.22840202	0.23100951	0.2145327	0.67983395	1008	16128
147.05823755264282	16	2.5688398	11.529326	69.15522	-0.94434154	21.0	0.0	0.12232569	0.12232569	0.13122267	0.13122267	-0.64154756	0.28254578	0.35468167	0.29303217	0.6770157	1008	17136
155.19389414787292	17	6.2887864	13.178108	49.13477	-0.79254353	21.0	0.0	0.299466	0.299466	0.3097846	0.3097846	-0.6295838	0.2632421	0.3478442	0.29016128	0.6643683	1008	18144
163.5070083141327	18	11.242089	18.464731	59.259003	-0.8935767	21.0	0.0	0.5353376	0.5353376	0.5464061	0.5464061	-0.6004716	0.29884538	0.41253856	0.28556803	0.6417254	1008	19152
171.53279852867126	19	16.215712	23.5297	69.28436	-0.8880072	21.0	0.0	0.7721767	0.7721767	0.7884123	0.7884123	-0.5719501	0.32431254	0.4766779	0.3505867	0.6196178	1008	20160
180.51541447639465	20	13.501361	22.173246	69.15964	-0.8007455	21.0	0.0	0.6429219	0.6429219	0.65878993	0.65878993	-0.67824125	0.3545926	0.4281525	0.32540688	0.7210565	1008	21168
189.11101651191711	21	15.530042	19.69195	59.33761	-0.81301767	21.0	0.0	0.7395258	0.7395258	0.76549673	0.76549673	-0.5097711	0.40650126	0.61272717	0.31784356	0.57104385	1008	22176
197.57033014297485	22	15.746942	20.677729	68.9559	-1.2738053	21.0	0.0	0.74985445	0.74985445	0.7663804	0.7663804	-0.6394831	0.36669976	0.4536762	0.3170411	0.68485075	1008	23184
206.13151741027832	23	20.298292	24.58545	89.12363	-0.86893314	21.0	0.0	0.96658534	0.96658534	0.9824416	0.9824416	-0.5550221	0.30518356	0.503096	0.38684154	0.6053317	1008	24192
214.8499538898468	24	31.061722	25.707048	89.04145	-0.8988357	21.0	0.0	1.4791294	1.4791294	1.4982345	1.4982345	-0.6338507	0.37412247	0.556587	0.3542639	0.6895094	1008	25200
223.09712076187134	25	28.38093	26.253584	78.9339	-0.79877794	21.0	0.0	1.3514729	1.3514729	1.3615289	1.3615289	-0.625291	0.26395953	0.34462732	0.2734545	0.6597537	1008	26208
231.10741758346558	26	37.27597	26.152264	98.80571	-0.70369864	21.0	0.0	1.7750461	1.7750461	1.78867	1.78867	-0.68491566	0.33504125	0.4158162	0.27951875	0.7264973	1008	27216
241.26317501068115	27	39.96754	25.291418	98.82495	-0.9748903	21.0	0.0	1.903216	1.903216	1.9137988	1.9137988	-0.6693715	0.29120192	0.38247383	0.24341804	0.7076189	1008	28224
252.40737533569336	28	49.490177	25.47129	98.68554	-0.8874929	21.0	0.0	2.356675	2.356675	2.3737829	2.3737829	-0.6241256	0.35873243	0.6015198	0.38085723	0.6842776	1008	29232
262.00189328193665	29	51.959896	30.046265	108.794044	-0.90194386	21.0	0.0	2.4742804	2.4742804	2.485553	2.485553	-0.62265635	0.34395438	0.44090903	0.26716328	0.6667472	1008	30240
270.21195220947266	30	50.116314	31.406942	108.77848	-0.9065616	21.0	0.0	2.386491	2.386491	2.395658	2.395658	-0.6507096	0.25975838	0.31852144	0.31853384	0.68256176	1008	31248
278.4143645763397	31	63.76753	24.434597	108.712585	-0.83108926	21.0	0.0	3.036549	3.036549	3.0534165	3.0534165	-0.60395056	0.31662598	0.5136905	0.425042	0.65531963	1008	32256
286.6168375015259	32	59.616135	22.83914	118.82122	19.14766	21.0	0.0	2.8388636	2.8388636	2.8491576	2.8491576	-0.6730863	0.33430097	0.4418045	0.34736466	0.71726674	1008	33264
294.63439536094666	33	64.13731	23.747124	108.52281	-0.77631843	21.0	0.0	3.054157	3.054157	3.065463	3.065463	-0.65978086	0.28019503	0.37866572	0.2718447	0.6976474	1008	34272
303.2318785190582	34	64.16103	21.492798	108.85694	-0.76907617	21.0	0.0	3.0552874	3.0552874	3.063973	3.063973	-0.64519525	0.33197105	0.39518028	0.3999244	0.68471336	1008	35280
311.5078032016754	35	71.42687	21.6399	118.492165	-0.6820045	21.0	0.0	3.4012794	3.4012794	3.4107733	3.4107733	-0.6149447	0.27036807	0.36266214	0.34342235	0.6512109	1008	36288
320.32853746414185	36	69.949265	18.958488	98.803406	9.282745	21.0	0.0	3.3309174	3.3309174	3.340634	3.340634	-0.65063864	0.29275632	0.39877686	0.33360037	0.69051635	1008	37296
328.53499007225037	37	73.858826	20.903889	118.70167	-0.87943137	21.0	0.0	3.5170872	3.5170872	3.5309303	3.5309303	-0.64564747	0.33743063	0.43826896	0.33634517	0.6894744	1008	38304
336.51286482810974	38	75.31064	19.940302	118.593666	29.127735	21.0	0.0	3.5862207	3.5862207	3.5933406	3.5933406	-0.64150065	0.22912261	0.296139	0.2882519	0.67111456	1008	39312
344.93542861938477	39	77.22162	18.854813	108.74954	39.266792	21.0	0.0	3.6772194	3.6772194	3.685003	3.685003	-0.6357558	0.31506744	0.38990635	0.36207515	0.6747464	1008	40320
