,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-150.22503520836176,-107.61002991753554,-200.87764606506124,26.971998211181756,,
1,0,-27.43292371506622,20.628852030373427,-54.55954607086024,24.301026263773526,0.02816217951476574,0.9736833572387695
2,1,88.21537691326324,127.29159108616469,56.508954235305794,24.830007080590995,0.016391092911362648,0.048170533031225204
3,2,150.9588300307264,189.81891608371325,124.434361598549,19.018647771962392,0.01251181773841381,0.02101077511906624
4,3,200.38431075531486,233.81467614208285,177.29067314052128,17.415523304042647,0.0068579004146158695,0.01542809046804905
5,4,218.64895058322054,265.73072365681105,149.20219546614214,31.803728912210566,0.009078336879611015,0.014222581870853901
6,5,257.6158784133689,364.24779308688596,192.82888406190133,52.43656808973537,0.006724208127707243,0.008581175468862057
7,6,262.88862570559195,300.4569590423647,165.8781405990183,37.525044514795,0.006367992144078016,0.008637060411274433
8,7,323.8707236008993,391.21967445214074,266.2405208152443,35.16224805990194,0.005004707258194685,0.007399094291031361
9,8,286.8294597437452,394.6714771954729,191.8306783680533,54.916102869701476,0.005449503194540739,0.006293375976383686
10,9,305.59554279481483,376.1452823003251,207.36221874881284,52.332796071446005,0.007362298667430878,0.00705693056806922
11,10,317.96485136757724,358.87154685367125,272.26401653762997,29.081443578260263,0.006266971118748188,0.005525058135390282
